id,isbn,title,author,genres,cover,published_year,rating
5082,0806524278,The Complete Films of Alfred Hitchcock,Robert A. Harris;Michael S. Lasky,Performing Arts,http://books.google.com/books/content?id=iWYk2j78ELwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.16
5083,0806930772,Edward Lear,Edward Lear,Juvenile Nonfiction,http://books.google.com/books/content?id=OOWdcHG1oXwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.9
5084,0807014265,Man's Search for Meaning,Viktor Emil Frankl,Psychology,http://books.google.com/books/content?id=dnJmBMv2jUUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,4.36
5085,0807014273,Man's Search for Meaning,Viktor Emil Frankl,Biography & Autobiography,http://books.google.com/books/content?id=F-Q_xGjWBi8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,4.36
5086,0807062138,Lorca & Jiménez,Federico Garcia Lorca,Literary Criticism,http://books.google.com/books/content?id=GWmpEcL4jxwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.35
5087,0807064734,The Poetics of Space,Gaston Bachelard,Philosophy,http://books.google.com/books/content?id=BxNIdGr_FOwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,4.19
5088,0807066818,Art and Culture,Clement Greenberg,Art,http://books.google.com/books/content?id=lFMkAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1961,3.92
5089,0807071277,You Can't be Neutral on a Moving Train,Howard Zinn,Biography & Autobiography,http://books.google.com/books/content?id=BShAI0hXbAcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.3
5090,0807085731,When the Rivers Run Dry,Fred Pearce,Nature,http://books.google.com/books/content?id=C0_q-90H1aAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.95
5091,0807123331,The Collected Poems of Robert Penn Warren,Robert Penn Warren;John Burt,Poetry,http://books.google.com/books/content?id=tBMN6gmiA6EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998,4.37
5092,080755538X,The Midnight Mystery (The Boxcar Children Mysteries #95),Gertrude Chandler Warner,Juvenile Fiction,http://books.google.com/books/content?id=fNTJrHKXrWEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.94
5093,0807588970,When I Feel Angry,Cornelia Maude Spelman,Juvenile Fiction,http://books.google.com/books/content?id=tE31J75ZfmcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.99
5094,080761274X,A Persian requiem,Sīmīn Dānishvar,Fiction,http://books.google.com/books/content?id=yTYmAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.89
5095,0807615323,Einstein's 1912 manuscript on the special theory of relativity,Albert Einstein,Biography & Autobiography,http://books.google.com/books/content?id=1KxYwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.41
5096,0807831093,Jasmine and Stars,Fatemeh Keshavarz,Literary Criticism,http://books.google.com/books/content?id=-9PsdDIKEPoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2007,3.63
5097,0807840890,Allusions in Ulysses,Weldon Thornton,Literary Criticism,http://books.google.com/books/content?id=Dof6ABIIfwkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1982,4.04
5098,0807842591,The Scotch-Irish,James G. Leyburn,History,http://books.google.com/books/content?id=r9TX6swm_5kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1989,3.97
5099,0807847232,"The Creation of the American Republic, 1776-1787",Gordon S. Wood,Political science,http://books.google.com/books/content?id=9xURxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.12
5100,0809015455,The Transcendence of the Ego,Jean-Paul Sartre,Philosophy,http://books.google.com/books/content?id=17150PDhLu4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1957,3.82
5101,0809015560,The Weimar Republic,Detlev J. K. Peukert,History,http://books.google.com/books/content?id=eqg4Egom2jYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,3.82
5102,0809166585,Love You Until...,Lisa McCourt,Religion,http://books.google.com/books/content?id=ftwAEH5r7WIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.67
5103,0809230410,Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden,Biography & Autobiography,http://books.google.com/books/content?id=4XXymAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.45
5104,0809493780,"What Life Was Like on the Banks of the Nile: Egypt, 3050-30 B.C.",Time-Life,Egypt,,1996,4.01
5105,0809530953,Manna from Heaven,Roger Zelazny;Steven Brust;Scott Zrubeck,Fiction,http://books.google.com/books/content?id=GhIRPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.95
5106,0809556030,Toast,Charles Stross,Comics & Graphic Novels,http://books.google.com/books/content?id=LZznAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.8
5107,0809596814,Anna Karenina,Leo Nikolayevich Tolstoy;Leo Tolstoy;Constance Garnett,Fiction,http://books.google.com/books/content?id=FJKFPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.04
5108,0810111136,"Billy Budd, Sailor and Other Uncompleted Writings",Herman Melville,Fiction,http://books.google.com/books/content?id=MZMGwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,3.11
5109,0810117304,The Chain of Chance,Stanisław Lem,Literary Criticism,http://books.google.com/books/content?id=oY9hKQ-YLl0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000,3.71
5110,0810117312,His Master's Voice,Stanisław Lem,Fiction,http://books.google.com/books/content?id=I5gYWtcfMioC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1999,4.11
5111,0810117339,A Perfect Vacuum,Stanisław Lem,Fiction,http://books.google.com/books/content?id=jMvpf5K1qD0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1999,4.17
5112,0810117495,The Phenomenon of Life,Hans Jonas;Eleonore Jonas,Philosophy,http://books.google.com/books/content?id=F2seCz7wmfQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,4.23
5113,0810935201,Lewis Carroll's Jabberwocky,Graeme Base,Juvenile Nonfiction,http://books.google.com/books/content?id=tyMFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,4.14
5114,081095480X,The Lighthouse Land,Adrian McKinty,Juvenile Fiction,http://books.google.com/books/content?id=dhRJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.6
5115,0810957809,Babar's World Tour,Laurent de Brunhoff,Juvenile Fiction,http://books.google.com/books/content?id=RnNaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.84
5116,0810958627,Ruby Gloom's Guide to Friendship,Mighty Fine Inc.,Juvenile Nonfiction,http://books.google.com/books/content?id=FYrcurhzrk8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.34
5117,0810959119,The Beatles,Simon Wells,Performing Arts,http://books.google.com/books/content?id=f_IkwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.16
5118,0810959364,Creating the Worlds of Star Wars,John Knoll;J. W. Rinzler,Performing Arts,http://books.google.com/books/content?id=H-oaAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.13
5119,0810980630,The Art of Maurice Sendak,Selma G. Lanes,Biography & Autobiography,,1998,4.44
5120,0810982196,National Geographic Society,C. D.B. Bryan,Photography,http://books.google.com/books/content?id=S61TPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.12
5121,0810987902,The Boy Who Couldn't Die,William Sleator,Juvenile Fiction,http://books.google.com/books/content?id=72pRXx4LCb0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.68
5122,0810992590,Pink Box,Joan Sinclair,Art,http://books.google.com/books/content?id=GujtAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.12
5123,0811200078,"Paris Spleen, 1869",Charles Baudelaire;Charles Pierre Baudelaire,Poetry,http://books.google.com/books/content?id=15craP5h4O4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1970,4.3
5124,0811200701,The Berlin Stories,Christopher Isherwood,Fiction,http://books.google.com/books/content?id=TL882wBAzjsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1963,4.03
5125,0811201066,The Air-conditioned Nightmare,Henry Miller,Fiction,http://books.google.com/books/content?id=jAEY3Kbnj3oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1970,3.83
5126,0811201082,"Mémoires, Plaidoiries Et Documents",Henry Miller,Biography & Autobiography,http://books.google.com/books/content?id=N-xUV8_ic5QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1969,3.81
5127,0811201120,Henry Miller on Writing,Henry Miller,Literary Criticism,http://books.google.com/books/content?id=tNB6wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1964,4.23
5128,0811201325,The Collected Poems of Wilfred Owen,Wilfred Owen,Poetry,http://books.google.com/books/content?id=d80bBFrpZPoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1965,4.33
5129,081120135X,Safe Conduct,Boris Leonidovich Pasternak,Biography & Autobiography,http://books.google.com/books/content?id=GW_mawWxyvwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1958,3.79
5130,0811204839,The Flight of Icarus,Raymond Queneau,Fiction,http://books.google.com/books/content?id=ds-3QmK565sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1973,4.01
5131,0811205460,Turtle Island,Gary Snyder,Poetry,http://books.google.com/books/content?id=xilff6LAWAcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1974,4.09
5132,0811208990,Selected Poems,Octavio Paz;G. Aroul,Poetry,http://books.google.com/books/content?id=b_EgaARVgNYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1984,4.21
5133,0811209059,Seven Nights,Jorge Luis Borges,Literary Collections,http://books.google.com/books/content?id=ty8LLZ_U93MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1984,4.33
5134,0811209458,The Blue Flowers,Raymond Queneau,Poetry,http://books.google.com/books/content?id=34EOzomSYOoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,4.04
5135,0811211738,"The Collected Poems of Octavio Paz, 1957-1987",Octavio Paz,Poetry,http://books.google.com/books/content?id=Q9FIe1MmGVoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1991,4.3
5136,0811212475,The Crack-up,Francis Scott Fitzgerald,Literary Collections,http://books.google.com/books/content?id=B8saLwl-2TEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1993,3.92
5137,081121320X,Deep River,Shūsaku Endō,Fiction,http://books.google.com/books/content?id=c4eg2MhmszAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,3.92
5138,0811213463,The Samurai,Shūsaku Endō,Fiction,http://books.google.com/books/content?id=Bb1fXVWzkt8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1997,3.95
5139,081121365X,"The Daring Young Man on the Flying Trapeze, and Other Stories",William Saroyan,Fiction,http://books.google.com/books/content?id=OjZLNgfDKHwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1997,4.21
5140,0811213765,In Search of Duende,Federico García Lorca;Norman Thomas Di Giovanni,Poetry,http://books.google.com/books/content?id=Tdw_76l_DnMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998,4.3
5141,0811214001,Everything and Nothing,Jorge Luis Borges,Literary Collections,http://books.google.com/books/content?id=8EMSAEfXzk0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1999,4.37
5142,0811214982,The Red Notebook,Paul Auster,Fiction,http://books.google.com/books/content?id=Re7WYDC4URQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,3.77
5143,081121592X,Borges and the Eternal Orangutans,Luís Fernando Veríssimo;Margaret Jull Costa,Fiction,http://books.google.com/books/content?id=G5cn9BrD6d0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.79
5144,0811216225,The Selected Poems of Federico García Lorca,Federico García Lorca,Poetry,http://books.google.com/books/content?id=XKcd-MOPnR4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,4.31
5145,0811216373,October Light,John Gardner,Fiction,http://books.google.com/books/content?id=wSDZU4cx-PMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,3.88
5146,0811216748,Laughter in the Dark,Vladimir Nabokov;Vladimir Vladimirovich Nabokov;John Banville,Fiction,http://books.google.com/books/content?id=4uj1Dy_P_YQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1960,3.96
5147,0811821846,Wookiee Cookies,Robin Davis,Cooking,http://books.google.com/books/content?id=xmKf7BnQiqMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.92
5148,0811824543,The Campfire Collection,Eric Martin,Fiction,http://books.google.com/books/content?id=r0N2xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.25
5149,0811828034,The Star Wars Cookbook II,Frankie Frankeny;Wesley Martin,Cooking,http://books.google.com/books/content?id=xQqg3pbc2O8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.85
5150,0811833461,Stylepedia,Steven Heller;Louise Fili,Art,http://books.google.com/books/content?id=GjlEeuNIuVMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.07
5151,0811839745,Chicago Stories,John Miller;Genevieve Morgan,Fiction,http://books.google.com/books/content?id=SeGcZgcmFUYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.56
5152,0811848833,The Star Wars Poster Book,Stephen Sansweet;Peter Vilmur,Performing Arts,http://books.google.com/books/content?id=wdtOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.48
5153,0811850994,Vincent's Colors,"Metropolitan Museum of Art (New York, N.Y.)",Juvenile Nonfiction,http://books.google.com/books/content?id=fnvzBjc_TTMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.16
5154,0811853195,I Am 8-bit,Jon M. Gibson,Art,http://books.google.com/books/content?id=dO-sDl1ySHoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.09
5155,0811855260,Edie,Melissa Painter;David Weisman,Biography & Autobiography,http://books.google.com/books/content?id=YNEigmpVX5kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,4.22
5156,0812000390,Chaucer's Canterbury Tales (Selected),Geoffrey Chaucer;Vincent F. Hopper,Literary Collections,http://books.google.com/books/content?id=u71rxf02d8IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1977,3.75
5157,0812036042,"Twelfth Night, Or, What You Will",William Shakespeare,Drama,http://books.google.com/books/content?id=vWsY_MiozFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,3.98
5158,081221112X,Forms of Talk,Erving Goffman,Language Arts & Disciplines,http://books.google.com/books/content?id=Z3bvx_T4Zu8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1981,3.81
5159,081221627X,"Aeschylus, 1",Aeschylus,Drama,http://books.google.com/books/content?id=z22kI-IKUXoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998,4.01
5160,0812216504,"Euripides, 3",Euripides,Drama,http://books.google.com/books/content?id=sFifVDQAJOUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998,3.88
5161,0812216717,"Aeschylus, 2",Aeschylus,Drama,http://books.google.com/books/content?id=zVpENNx_3kwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998,4.1
5162,0812217756,The Negro,W. E. B. Du Bois,History,http://books.google.com/books/content?id=h1RRPJSaThsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.31
5163,0812234561,Aristophanes: The Acharnians,Smith Palmer Bovie;David R. Slavitt,Greek drama (Comedy),http://books.google.com/books/content?id=AaWiwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1901,3.83
5164,0812416112,Lord of the Flies,William Golding,Fiction,http://books.google.com/books/content?id=2DAZmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1959,3.67
5165,0812501942,The Last Castle,Jack Vance;Robert Silverberg,Fiction,,1989,3.71
5166,0812504674,The Invisible Man,H. G. Wells,Fiction,http://books.google.com/books/content?id=2bLt-sGupm0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.63
5167,0812505778,The Last Book of Swords: Shieldbreaker's Story,Fred Saberhagen,Fiction,http://books.google.com/books/content?id=_fvzjK3FsXkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,3.88
5168,0812508645,Pastwatch,Orson Scott Card,Fiction,http://books.google.com/books/content?id=PH7QmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.97
5169,0812509668,The Medusa in the Shield,David G. Hartwell,Fiction,,1991,3.98
5170,0812509676,A Fabulous Formless Darkness,David G. Hartwell,Fiction,,1992,4.21
5171,0812511182,The Sixth Book of Lost Swords,Fred Saberhagen,Fiction,http://books.google.com/books/content?id=iamepaEpC4oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,3.81
5172,0812513738,The Shadow Rising,Robert Jordan,Fiction,http://books.google.com/books/content?id=7-JfDlNcvhEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,4.23
5173,0812513754,Lord of Chaos,Robert Jordan,Fiction,http://books.google.com/books/content?id=UcfrSLHYDgIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,4.12
5174,0812521358,Hart's Hope,Orson Scott Card,Fiction,http://books.google.com/books/content?id=rchTPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1988,3.47
5175,0812522834,An Armory of Swords,Fred Saberhagen,Fiction,http://books.google.com/books/content?id=EaRCHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,3.79
5176,0812524268,Red Prophet,Orson Scott Card,Fiction,http://books.google.com/books/content?id=s5q4wQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1988,3.79
5177,0812531140,Anthonology,Piers Anthony,Fiction,,1986,3.64
5178,0812532473,Orion,Ben Bova,Fiction,http://books.google.com/books/content?id=bxxx7tFkhRYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.71
5179,0812532619,The Call of Earth,Orson Scott Card,Fiction,http://books.google.com/books/content?id=oisnmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,3.58
5180,0812532635,The Ships of Earth,Orson Scott Card,Fiction,http://books.google.com/books/content?id=5Vo-mgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,3.54
5181,0812533623,A Meeting with Medusa,Kim Stanley Robinson;Arthur Charles Clarke,Fiction,,1988,3.66
5182,0812534832,Demons Don't Dream,Piers Anthony,Fiction,http://books.google.com/books/content?id=qLLp-VOR-1YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,3.8
5183,0812534867,Roc and a Hard Place,Piers Anthony,Fiction,http://books.google.com/books/content?id=8eKZvEWEY98C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,3.75
5184,0812538838,Seminole Song,Vella Munn,Fiction,http://books.google.com/books/content?id=ehYFHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.72
5185,0812550285,A Crown of Swords,Robert Jordan,Fiction,http://books.google.com/books/content?id=d0lWqpVm9YkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.03
5186,0812551230,Drum Calls,Jo Clayton,Fiction,http://books.google.com/books/content?id=tm9IGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.68
5187,0812551478,Blood of the Fold,Terry Goodkind,Fiction,http://books.google.com/books/content?id=7n8ssJ0JdXYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.99
5188,0812552849,The Fourth Book of Lost Swords,Fred Saberhagen,Fiction,http://books.google.com/books/content?id=B_hiWr4ykIEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,3.83
5189,0812555104,Yon Ill Wind,Piers Anthony,Fiction,http://books.google.com/books/content?id=GW_lBljFBlgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.75
5190,0812555244,A Quantum Murder,Peter F. Hamilton,Fiction,http://books.google.com/books/content?id=qoWe3SFoeX0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.97
5191,0812565959,Shadow of the Hegemon,Orson Scott Card,Fiction,http://books.google.com/books/content?id=t7cEmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.94
5192,0812574737,The Dastard,Piers Anthony,Fiction,http://books.google.com/books/content?id=exL0mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.81
5193,0812574745,Swell Foop,Piers Anthony,Fiction,http://books.google.com/books/content?id=p899yqJFhvQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.78
5194,0812574966,Vale of the Vole,Piers Anthony,Fiction,http://books.google.com/books/content?id=os1f2xruiK8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.6
5195,0812574990,Up In a Heaval,Piers Anthony,Fiction,http://books.google.com/books/content?id=irEKXAf229sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.82
5196,0812575237,Legends,George R. R. Martin;Anne McCaffrey,Fiction,http://books.google.com/books/content?id=kxNFAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.88
5197,081257558X,Winter's Heart,Robert Jordan,Fiction,http://books.google.com/books/content?id=4W5RQY_MiMEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.94
5198,0812575601,The Sword of Truth,Terry Goodkind,Fiction,http://books.google.com/books/content?id=helnNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.29
5199,0812577566,Knife of Dreams,Robert Jordan,Fiction,http://books.google.com/books/content?id=SZ5xDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.14
5200,0812590104,The Gate of Fire,Thomas Harlan,Fiction,http://books.google.com/books/content?id=rsgcHVre3bgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.58
5201,0812590465,Ariadne's Web,Fred Saberhagen,Fiction,http://books.google.com/books/content?id=wqcJDrwgRj0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.68
5202,0812590562,Mindstar Rising,Peter F. Hamilton,Fiction,http://books.google.com/books/content?id=0UikyhzrKSsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.92
5203,0812694333,The Simpsons and Philosophy,William Irwin;Mark T. Conard;Aeon J. Skoble,Performing Arts,http://books.google.com/books/content?id=sDshYghbZJwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.47
5204,0812694538,Woody Allen and Philosophy,Mark T. Conard;Aeon J. Skoble,Performing Arts,http://books.google.com/books/content?id=BKIW7EeJg6AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,3.77
5205,0812694554,Harry Potter and Philosophy,David Baggett;Shawn Klein;William Irwin,Fiction,http://books.google.com/books/content?id=Gz8t2MttEQUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,4.48
5206,0812695313,Buffy the Vampire Slayer and Philosophy,James B. South,Performing Arts,http://books.google.com/books/content?id=dx_n2IDCJqUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.06
5207,0812695453,The Lord of the Rings and Philosophy,Gregory Bassham;Eric Bronson,Literary Criticism,http://books.google.com/books/content?id=4g4BAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.28
5208,0812695739,Superheroes and Philosophy,Thomas V. Morris;Matt Morris;William Irwin,Comics & Graphic Novels,http://books.google.com/books/content?id=EaWMBwS83l8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,3.87
5209,0812695836,Star Wars and Philosophy,Kevin S. Decker;William Irwin;Jason T. Eberl,Performing Arts,http://books.google.com/books/content?id=YL4Fm_5wbHUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,4.06
5210,0812696018,The Undead and Philosophy,Richard Greene;K. Silem Mohammad,Philosophy,http://books.google.com/books/content?id=qICHQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.71
5211,0812696069,The Beatles and Philosophy,Michael Baur;Steven Baur,Philosophy,http://books.google.com/books/content?id=3YAIAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.63
5212,0812696115,Bullshit and Philosophy,Gary L. Hardcastle;George A. Reisch,Family & Relationships,http://books.google.com/books/content?id=A4CBZu_5rKoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.59
5213,0812927311,The Little Baby Snoogle-Fleejer,Jimmy Carter,Friendship,http://books.google.com/books/content?id=lxtYSpk_oVAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,3.19
5214,081292763X,Random House Crossword Megaomnibus,United Feature Syndication,Games,http://books.google.com/books/content?id=CD8MAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,0
5215,0812930347,Living Faith,Jimmy Carter,Religion,http://books.google.com/books/content?id=zJSS7gIyUhwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.79
5216,0812966007,Theodore Rex,Edmund Morris,Biography & Autobiography,http://books.google.com/books/content?id=E1qNDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.18
5217,081296618X,Islam,Karen Armstrong,Religion,http://books.google.com/books/content?id=HIJG0bB5yNQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.02
5218,0812966295,King Solomon's Mines,Henry Rider Haggard;James Danly,Fiction,http://books.google.com/books/content?id=z_9vDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.8
5219,0812967941,A Working Stiff's Manifesto,Iain Levison,Biography & Autobiography,http://books.google.com/books/content?id=oyYDAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.81
5220,0812968379,Funny in Farsi,Firoozeh Dumas,Biography & Autobiography,http://books.google.com/books/content?id=PNh9-d69MJ4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.79
5221,0812968972,The Birth of Venus,Sarah Dunant,Fiction,http://books.google.com/books/content?id=uTLuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.8
5222,0812969634,The Knight Of Maison-Rouge,Alexandre Dumas,Fiction,http://books.google.com/books/content?id=vCNJvqEh4dsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.89
5223,0812969707,A War Like No Other,Victor Davis Hanson,History,http://books.google.com/books/content?id=v7q94Nxje8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.11
5224,0812970756,Selected Stories of H.G. Wells,Herbert George Wells,Fiction,http://books.google.com/books/content?id=Yz7PhVqHNPgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.98
5225,081297106X,Reading Lolita in Tehran,Azar Nafisi,Biography & Autobiography,http://books.google.com/books/content?id=xOOgRlo5SgQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.6
